Points in r1,Points in r2,Points in r3,Points in r4,Points in r5,Points in r6,Points in r7,Distance from closest point,Population ,Average Age,Average Household Income ,Activity
0,2,5,24,63,120,243,8.8659294,8283,36,117590.58,1
4,4,8,16,58,114,234,0.03245,11311,34,124159,1
0,1,3,12,30,84,190,5.3310412,20434,39,126866,1
0,0,0,1,1,2,7,2.1877717,23639,42,90300,0
15,16,21,59,75,131,214,0.0349857,34221,28,182927.31,1
0,0,2,9,26,42,163,1.3301729,26977,23,148577.18,1
1,4,14,25,50,96,174,5.0786644,26977,23,148577.18,1
0,0,0,0,1,2,3,5.5996116,6232,39,128184,0
3,4,12,15,22,57,141,0.0441475,6232,39,128184,1
1,1,2,14,27,57,114,0.123,20434,39,126866,1
0,0,5,10,30,83,181,2.051741,34221,28,182927.31,1
0,0,0,0,0,0,8,10.0623059,12360,42,95556,0
0,2,6,17,43,94,158,3.3942658,26977,23,148577.18,1
0,0,0,0,1,1,1,5.7140179,27338,33,137513.32,0
7,18,22,43,57,94,231,0.0349285,36981,31,164856,1
0,0,0,1,1,1,3,4.5607017,7769,42,106839.01,0
2,2,18,56,64,101,237,0.1140175,18614,30,169443.96,1
0,0,0,1,2,3,11,3.5014283,9546,34,147858.21,0
0,0,0,0,1,2,6,5.7929565,23639,42,90300,0
0,2,12,24,50,100,162,9.9830963,9450,38,96353.24,1
3,3,3,4,18,57,154,0.069029,16734,38,150821.66,1
0,0,3,15,32,89,171,2.3555655,11345,31,130480.48,1
0,0,0,0,1,2,9,6.456005,9546,34,147858.21,0
0,0,0,1,3,11,24,4.6729375,12210,31,131646.75,0
0,0,0,0,1,1,3,5.0322687,7394,38,87500,0
0,0,0,1,1,1,5,4.7168417,17870,41,143598.91,0
5,6,8,11,25,44,166,0.1309809,32393,30,142538.14,1
0,0,0,3,6,12,180,3.3424889,32144,30,169577.18,1
0,0,0,0,0,0,4,10.2215459,6513,35,102979.26,0
0,0,0,0,0,0,0,25.2414342,7539,45,157492,0
0,1,3,15,24,45,157,4.2699642,26977,23,148577.18,1
0,0,0,0,2,3,13,6.43547,11345,31,130480.48,0
3,3,3,4,18,57,154,0.069029,16734,38,150821.66,1
0,0,0,0,1,1,2,6.661081,16871,35,144796,0
0,0,0,0,2,2,4,6.4124878,15069,44,100927.19,0
4,4,11,51,89,130,234,0.0345398,34221,28,182927.31,1
0,4,8,11,23,47,134,16.0330908,8779,39,102729.61,1
0,0,0,0,0,1,5,9.7082439,8779,39,102729.61,0
0,0,0,0,0,1,3,8.1616425,23639,42,90300,0
0,0,0,0,3,3,10,5.4766115,8924,42,125739.63,0
0,2,8,21,51,123,173,4.0949093,29708,32,152263,1
0,1,8,16,32,61,125,3.6064913,8283,36,117590.58,1
0,0,0,0,0,2,6,8.4644164,23639,42,90300,0
0,9,18,37,63,137,214,1.0115967,36981,31,164856,1
4,4,28,63,99,146,236,0.0230868,34221,28,182927.31,1
0,6,8,46,65,114,237,1.1007177,36981,31,164856,1
0,0,0,1,1,1,4,4.6872167,16871,35,144796,0
0,0,0,0,2,2,25,6.0523207,26977,23,148577.18,0
0,0,0,1,1,3,8,2.884441,11311,34,124159,0
0,0,0,0,0,0,0,22.3143452,7539,45,157492,0
3,3,3,4,19,52,110,0.0451774,16734,38,150821.66,1
4,10,26,62,94,140,225,0.0328024,34221,28,182927.31,1
0,0,0,0,0,2,10,7.3756356,16871,35,144796,0
0,0,4,11,29,58,121,8.5553731,11311,34,124159,1
1,4,9,26,97,121,205,0.0659242,34221,28,182927.31,1
0,0,0,0,1,3,9,5.0566788,11311,34,124159,0
0,2,4,13,19,49,171,1.1531859,18614,30,169443.96,1
3,10,17,34,62,126,226,0.009,34221,28,182927.31,1
9,9,26,73,105,148,236,0.0178045,34221,28,182927.31,1
0,2,6,12,37,79,197,13.1575074,17516,34,126162.82,1
0,0,0,2,2,2,12,3.2533961,11311,34,124159,0
0,0,3,6,8,14,127,2.8360476,32393,30,142538.14,1
0,0,1,1,1,2,12,1.2083046,9546,34,147858.21,0
0,0,0,0,0,1,1,8.4023806,7769,42,106839.01,0
4,4,4,6,22,46,134,0.035805,11311,34,124159,1
0,0,0,0,0,0,5,10.3815387,35035,40,108496.35,0
0,0,0,0,0,1,7,8.9677199,35035,40,108496.35,0
0,3,12,20,40,62,134,3.5676272,6513,35,102979.26,1
5,6,9,12,25,44,166,0.1309809,32393,30,142538.14,1
0,0,0,0,1,3,10,5.7428216,12346,41,117432,0
0,0,0,1,1,2,14,3.4997694,12210,31,131646.75,0
0,0,0,1,1,2,9,4.7,8924,42,125739.63,0
0,0,9,16,30,68,198,15.6524758,16734,38,150821.66,1
1,6,15,31,59,162,215,7.1867143,29708,32,152263,1
0,1,4,10,27,107,234,0.8497189,36981,31,164856,1
1,2,9,26,71,134,250,0.0672602,34221,28,182927.31,1
0,0,0,0,1,4,16,6.239391,20434,39,126866,0
0,0,0,0,2,6,12,5.1478151,11345,31,130480.48,0
8,10,24,62,91,136,223,0.0242074,34221,28,182927.31,1
0,0,1,4,8,14,173,6.188938,32144,30,169577.18,1
0,2,2,2,9,24,97,0.8491137,6232,39,128184,1
0,0,0,1,1,2,4,3.8078866,7394,38,87500,0
3,3,3,4,16,32,112,0.0451774,16734,38,150821.66,1
0,0,0,1,1,1,4,4.3011626,7820,32,103761.97,0
6,7,19,47,77,156,245,0.0349285,18614,30,169443.96,1
0,1,5,17,49,95,220,1.1111313,27534,32,132468,1
0,0,0,1,2,2,4,2.3537205,8924,42,125739.63,0
0,0,4,4,18,40,96,1.2464253,18614,30,169443.96,0
0,0,0,1,1,2,16,2.4166092,6191,37,123540,0
0,0,0,0,0,1,7,8.7847935,17870,41,143598.91,0
4,4,10,47,95,138,248,0.0629365,34221,28,182927.31,1
0,0,0,0,2,2,5,6.8203247,23639,42,90300,0
0,0,0,0,0,1,4,8.605231,27338,33,137513.32,0
0,0,0,0,0,5,9,8.6539009,16734,38,150821.66,0
4,4,28,63,100,145,237,0.0355106,34221,28,182927.31,1
0,0,0,1,2,5,15,3.3057461,27534,32,132468,0
0,0,0,1,1,2,4,3.176476,5023,39,111509.65,0
0,1,1,4,9,23,36,0.5910135,18614,30,169443.96,0
0,2,7,13,59,138,145,3.4580013,12356,37,101759,1
0,0,0,0,0,1,9,9.3059121,12346,41,117432,0
0,0,0,0,2,3,5,5.3935146,27338,37,136748,0
0,0,0,1,1,3,9,3.5468296,11311,34,124159,0
0,0,0,1,1,3,8,3.1906112,12346,41,117432,0
0,0,2,2,6,24,60,1.3656475,36981,31,164856,0
0,2,8,11,22,47,178,9.5131488,9546,34,147858.21,1
7,10,26,63,94,141,225,0.0370135,34221,28,182927.31,1
2,2,2,4,17,31,158,0.0440114,32393,30,142538.14,1
1,1,1,1,1,4,18,0.2828427,11311,34,124159,0
0,0,0,0,2,5,8,5.6891963,12346,41,117432,0
0,2,7,18,27,62,164,3.2391859,8283,36,117590.58,1
0,0,0,0,0,4,10,9.0921208,16734,38,150821.66,0
5,5,8,10,25,44,165,0.058,32393,30,142538.14,1
0,1,3,8,19,39,111,2.4390514,8283,36,117590.58,1
0,0,0,0,2,3,17,6.3655322,11311,34,124159,0
1,2,8,12,24,47,166,0.1297575,32393,30,142538.14,1
0,0,0,0,1,1,5,6.0373835,12356,37,101759,0
1,2,2,4,8,25,100,0.0554437,6232,39,128184,1
0,2,7,14,61,123,215,11.0814469,11258,38,116987,1
0,2,4,14,28,68,176,1.5676272,6513,35,102979.26,1
0,0,0,0,0,0,3,17.5764005,5023,39,111509.65,0
1,4,21,48,60,98,232,0.127059,36981,31,164856,1
0,1,3,5,7,46,93,0.9015281,34221,28,182927.31,0
0,0,0,2,2,4,14,3.2004201,27534,32,132468,0
0,0,0,0,0,0,6,16.643317,11914,38,107411.92,0
0,2,4,8,17,41,115,5.6366133,18295,36,108496.35,1
0,0,0,1,1,2,4,5,17870,41,143598.91,0
0,1,2,21,32,71,178,1.695955,32393,30,142538.14,1
0,0,0,1,1,5,13,4.769169,8283,36,117590.58,0
7,18,22,42,57,94,231,0.0291204,36981,31,164856,1
1,1,6,15,50,109,214,0.0178045,17870,41,143598.91,1
1,1,1,3,8,16,39,0.1970913,18295,36,108496.35,1
0,0,0,2,2,7,32,2.0046371,29708,32,152263,0
0,2,9,16,35,77,178,4.7010637,12346,41,117432,1
0,0,0,0,0,0,3,11.808895,3549,42,90300,0
0,3,9,24,36,89,212,9.1127018,7820,32,103761.97,1
3,3,12,14,21,57,128,0.1700735,6232,39,128184,1
1,2,4,8,11,21,132,0.3518273,16734,38,150821.66,1
0,0,0,0,0,1,6,9.9824847,12356,37,101759,0
0,0,0,0,0,1,3,8.4528102,7492,41,87300,0
0,0,0,1,2,4,8,4.6238512,12346,41,117432,0
0,0,0,1,1,3,11,2.6925824,9005,31,105797,0
0,0,1,4,11,25,45,1.7386443,18614,30,169443.96,0
4,4,10,43,91,138,249,0.010198,34221,28,182927.31,1
1,5,24,30,48,110,190,0.179,34221,28,182927.31,1
7,18,22,42,57,94,231,0.0228254,36981,31,164856,1
0,0,0,1,1,7,27,2.7389511,6232,39,128184,0
0,0,0,0,0,1,4,8.2793928,35035,40,108496.35,0
6,7,10,47,77,157,245,0.0304138,18614,30,169443.96,1
0,0,0,0,0,1,1,9.6166522,11251,41,106476,0
1,1,17,48,68,112,234,0.4237924,18614,30,169443.96,1
0,0,4,23,45,87,204,1.4096006,34221,28,182927.31,1
2,7,25,54,65,113,240,0.0170294,36981,31,164856,1
0,1,19,42,69,159,246,0.9425038,18614,30,169443.96,1
8,10,24,62,88,136,223,0.0242074,34221,28,182927.31,1
2,2,2,8,49,83,222,0.061327,18614,30,169443.96,1
0,0,0,0,0,1,6,9.377633,18295,36,108496.35,0
1,1,1,1,4,15,40,0.1970913,18295,36,108496.35,1
0,0,0,0,0,0,6,13.1112129,6232,39,128184,0
0,0,0,0,0,1,13,9.1197226,11258,38,116987,0
0,0,1,1,1,2,9,1.1045361,9546,34,147858.21,0
0,0,0,1,1,4,12,2.9529646,12346,41,117432,0
1,3,9,18,36,87,187,1.4012195,12360,42,95556,1
0,0,0,1,3,9,50,3.0810006,32144,31,167577.18,0
0,0,0,1,1,2,5,3.9204592,20434,39,126866,0
1,2,3,15,30,81,117,0.3518273,16734,38,150821.66,1
0,0,0,0,0,2,13,7.1063352,17516,34,126162.82,0
0,0,3,13,26,76,109,12.7882759,15069,44,100927.19,1
0,0,0,0,1,5,19,6.977822,9809,40,146348,0
1,2,2,6,20,30,40,0.1269055,34221,28,182927.31,0
9,9,26,73,106,147,237,0.0092195,34221,28,182927.31,1
4,4,4,16,31,78,143,0.0198494,11311,34,124159,1
0,0,0,0,0,3,13,9.8013724,8283,36,117590.58,0
0,0,0,0,0,1,5,7.0092796,8924,42,125739.63,0
0,0,0,0,2,2,6,5.661875,23639,42,90300,0
0,0,0,0,0,0,4,13.2702573,7394,38,87500,0
3,3,3,4,4,24,77,0.119365,6232,39,128184,1
0,0,0,0,0,0,2,11.574541,16871,35,144796,0
0,8,10,40,89,154,245,0.7684335,18614,30,169443.96,1
1,3,6,18,35,61,132,5.5739661,27534,32,132468,1
0,0,0,1,1,1,20,3.4481879,9809,40,146348,0
1,4,10,20,41,81,174,5.0191786,12346,41,117432,1
0,0,1,1,1,1,4,1.9313208,8924,42,125739.63,0
0,0,0,0,0,3,14,7.3164199,8283,36,117590.58,0
0,0,4,7,14,24,119,5.4037024,20434,39,126866,1
0,1,2,5,9,14,143,5.3888742,32393,30,142538.14,1
0,0,0,0,0,1,5,7.2034714,27338,37,136748,0
0,0,0,0,1,3,5,6.0827625,11258,38,116987,0
0,1,4,6,12,48,169,10.1833197,27338,37,136748,1
0,2,7,15,31,89,189,12.4257797,9546,34,147858.21,1
2,5,23,70,101,150,240,0.102,34221,28,182927.31,1
0,0,0,1,1,1,4,4.428318,17870,41,143598.91,0
0,0,1,1,1,4,12,1.5,13117,41,90426.02,0
0,0,0,0,0,0,1,18.4762355,7539,45,157492,0
0,0,0,0,1,3,15,6.7119297,17516,34,126162.82,0
0,0,0,0,0,0,4,12.5936492,11914,38,107411.92,0
0,0,0,1,1,1,4,3.0805844,27338,37,136748,0
1,1,9,47,79,119,237,0.3354607,18614,30,169443.96,1
0,8,25,78,107,138,225,0.9828953,34221,28,182927.31,1
4,4,10,45,92,138,249,0.010198,34221,28,182927.31,1
0,0,0,0,1,2,23,6.7569115,6232,39,128184,0
4,4,28,63,100,146,236,0.0230868,34221,28,182927.31,1
1,1,9,28,53,96,228,0.1539094,11344,32,162709.06,1
0,0,0,2,6,11,20,2.4462921,12210,31,131646.75,0
0,0,0,0,0,0,0,20.5543183,11251,41,106476,0
0,0,0,0,0,1,5,9.3972653,11914,38,107411.92,0
1,2,7,24,97,121,205,0.0659242,34221,28,182927.31,1
0,2,5,8,22,59,176,4.1824829,11258,38,116987,1
0,0,0,0,0,1,2,8.1024688,7492,41,87300,0
9,9,26,72,106,147,237,0.0161555,34221,28,182927.31,1
0,0,0,2,2,3,3,4.0396348,17870,41,143598.91,0
0,0,2,3,14,26,90,1.0475198,32393,30,142538.14,1
1,3,24,64,104,151,246,0,34221,28,182927.31,1
0,0,0,12,20,34,70,2.6541307,32144,30,169577.18,0
2,2,18,46,73,124,212,0.1024207,34221,28,182927.31,1
4,4,11,51,89,129,234,0.01,34221,28,182927.31,1
0,0,0,0,0,1,5,7.184706,35035,40,108496.35,0
9,9,26,73,105,148,236,0.0178045,34221,28,182927.31,1
0,0,0,0,1,2,12,6.9310894,16734,38,150821.66,0
0,0,0,1,1,2,7,3.7947332,11258,38,116987,0
0,1,1,5,10,49,190,14.8872386,35035,40,108496.35,1
0,0,0,0,0,2,6,9.5097701,7394,38,87500,0
9,9,26,73,105,148,236,0.0453542,34221,28,182927.31,1
0,0,0,0,0,1,9,9.5,12360,42,95556,0
0,0,0,0,0,1,10,7.3941937,6191,37,123540,0
0,0,0,0,1,1,8,6.4124878,15069,44,100927.19,0
0,0,0,0,0,1,4,9.8488578,17870,41,143598.91,0
0,0,0,1,4,18,37,3.8174088,32144,31,167577.18,0
0,0,0,1,3,4,12,4.5387982,11258,38,116987,0
0,5,11,21,70,116,237,1.5260227,18614,30,169443.96,1
0,0,0,0,0,0,3,13.7277092,27338,33,137513.32,0
0,0,0,1,2,2,7,4.973932,8924,42,125739.63,0
1,1,26,67,105,140,229,0.1281562,34221,28,182927.31,1
0,0,0,1,1,1,14,4.9819675,17516,34,126162.82,0
0,0,0,0,0,1,6,8.6034877,9546,34,147858.21,0
0,0,0,1,1,1,4,4.1012193,35035,40,108496.35,0
1,5,16,53,74,116,243,0.0359026,36981,31,164856,1
1,1,1,1,1,4,12,0.4445278,8283,36,117590.58,0
0,0,0,1,1,1,3,2.6570149,7394,38,87500,0
0,2,3,11,27,98,179,0.909121,34221,28,182927.31,1
0,0,0,1,2,3,6,4.3289722,18295,36,108496.35,0
0,2,12,33,59,92,221,0.7123854,18614,30,169443.96,1
0,5,12,25,51,123,167,4.2118179,12356,37,101759,1
0,0,0,0,2,3,6,6.4003083,11258,38,116987,0
1,1,12,39,86,128,234,0.1219561,34221,28,182927.31,1
0,0,0,0,0,1,4,9.0409297,3549,42,90300,0
7,18,22,42,57,94,231,0.0241661,36981,31,164856,1
0,0,0,1,1,1,5,4.6065171,35035,40,108496.35,0
0,0,0,0,6,12,121,5.6261817,32393,30,142538.14,0
0,0,0,1,2,2,4,2.3885393,15069,44,100927.19,0
0,0,2,12,22,46,130,7.6812942,32144,31,167577.18,1
0,0,2,24,40,88,190,4.7010637,12346,41,117432,1
0,3,6,24,50,115,220,12.4257797,9546,34,147858.21,1
1,2,2,4,8,25,100,0.0554437,6232,39,128184,1
1,6,22,47,61,95,232,0.127059,36981,31,164856,1
0,0,0,1,1,1,2,3.6878178,11914,38,107411.92,0
4,4,11,51,89,130,234,0.0345398,34221,28,182927.31,1
1,3,8,34,48,123,216,0,34221,28,182927.31,1
0,0,0,0,1,1,5,5.6222771,17870,41,143598.91,0
0,0,0,0,1,3,9,6.4676083,32393,30,142538.14,0
0,0,0,1,1,1,5,4.8259714,27338,37,136748,0
0,5,12,24,54,126,287,11.4752189,17870,41,143598.91,1
0,2,8,17,35,71,147,9.2098201,12210,31,131646.75,1
0,2,6,13,16,58,150,1.361903,6232,39,128184,1
7,18,23,42,57,94,231,0.0288617,36981,31,164856,1
0,0,0,0,0,1,10,7.6400262,6232,39,128184,0
0,0,0,0,0,1,9,9.8020406,32393,30,142538.14,0
7,7,15,33,60,126,226,0.1117587,34221,28,182927.31,1
0,0,0,0,1,1,3,6.060528,3673,41,125552,0
0,0,0,2,2,2,7,3.2896311,23639,42,90300,0
0,0,0,1,1,1,5,3.6616458,23639,42,90300,0
0,4,7,11,25,50,190,11.8139748,8924,42,125739.63,1
0,1,2,5,23,67,172,10.1656925,6232,39,128184,1
0,0,19,33,60,113,206,1.4096006,34221,28,182927.31,1
0,0,0,1,1,4,11,2.9154759,20434,39,126866,0
0,0,0,0,1,1,3,5.1413482,20434,39,126866,0
15,16,23,59,74,131,214,0.0374833,34221,28,182927.31,1
0,0,0,0,0,0,3,10.9825495,29708,32,152263,0
6,7,9,47,77,157,245,0.032,18614,30,169443.96,1
0,1,1,5,18,31,97,11.9,15069,44,100927.19,1
0,0,0,0,1,1,5,6.1983869,17516,34,126162.82,0
0,0,0,0,1,1,6,6.4031242,16871,35,144796,0
0,2,5,23,41,87,165,12.2472955,27534,32,132468,1
2,5,18,76,103,149,242,0.0736817,34221,28,182927.31,1
0,0,0,1,1,4,15,4.580393,11311,34,124159,0
3,3,5,14,30,67,134,0.0783135,34221,28,182927.31,1
0,0,2,2,3,3,8,1.6323094,11258,38,116987,0
7,7,11,15,24,59,160,0.0806226,6232,39,128184,1
0,0,1,9,12,38,112,2.8812653,8283,36,117590.58,1
1,1,2,9,19,63,155,0,18614,30,169443.96,1
0,0,0,1,2,4,9,2.2022716,11258,38,116987,0
2,2,24,70,94,144,243,0.1718197,34221,28,182927.31,1
